the_geom,OBJECTID,X,Y,PLACEID,YEARPLACEID,CITY,STATE,CITYSTATE,YEAR,ASOFDATE,DOCKID,STATIONCT_BIN,DOCKNM,DOCKLESSCT,DOCKLESS_BIN,DOCKLESSNM,SCOOTERCT,SCOOTER_BIN,SCOOTERNM,TYPE,LAT,LON,GEOID,NOTESDOCK,NOTESDOCKLESS,NOTESSCOOTER,DATEDOCKEDLAUNCH,DATEDOCKEDEND,DATESCOOTERLAUNCH,DATESCOOTEREND,DATEDOCKLESSLAUNCH,DATEDOCKLESSEND,DOCKCT,DOCKCT_JUL,STATIONCT_PCT,DOCKNM_JUL,DOCKNM_CAMPUSONLY,DOCKLESSCT_JUL,DOCKLESSNM_JUL,DOCKLESSNM_CAMPUSONLY,SCOOTERCT_JUL,SCOOTERNM_JUL,SCOOTERNM_CAMPUSONLY
POINT (-104.830990000406 39.740499999883),837,-104.83099,39.7405,CO0039,2018CO0039,Aurora,CO,"Aurora, CO",2018,201812,,0,,3,3,"LimeBike, Ofo, Spin",0,0,,Dockless only,39.7405,-104.83099,08001,,,,,,,,"Oct-17 (LimeBike), Oct-17 (Ofo), Oct-17 (Spin)","Aug-18 (LimeBike), Aug-18 (Ofo), Aug-18 (Spin)",0,0,,,,3,"LimeBike, Ofo, Spin",,0,,
POINT (-84.472159999929 42.732000000039),1387,-84.47216,42.732,MI001280,2021MI001280,East Lansing,MI,"East Lansing, MI",2021,202112,,0,,0,0,,0,0,,E-scooter only (campus),42.732,-84.47216,26065,,,Michigan State University campus (Spin),,,Apr-21 (Spin),,,,0,0,,,,0,,,0,,Spin
POINT (-80.24405000009 36.099800000035),324,-80.24405,36.0998,NC00143,2018NC00143,Winston-Salem,NC,"Winston-Salem, NC",2018,201812,105,4,Winston-Salem,0,0,,0,0,,Docked only,36.0998,-80.24405,37067,,,,May-17 (Winston-Salem),Jun-20 (Winston-Salem),,,,,12,12,0.17040613,Winston-Salem,,0,,,0,,
POINT (-97.51705000034 35.472899999831),1491,-97.51705,35.4729,OK00173,2022OK00173,Oklahoma City,OK,"Oklahoma City, OK",2022,202212,,0,,0,0,,2,2,"Helbiz, Lime",E-scooters only,35.4729,-97.51705,40109,,,initial one-year permit (Helbiz),,,"May-21 (Helbiz), Aug-18 (Lime)",May-22 (Helbiz),,,0,0,,,,0,,,1,Lime,
POINT (-79.941430000125 37.270900000284),475,-79.94143,37.2709,VA00221,2019VA00221,Roanoke,VA,"Roanoke, VA",2019,201912,106,4,Roanoke,0,0,,2,2,"Bolt, Lime",Docked and e-scooters,37.2709,-79.94143,51770,,,,May-17 (Roanoke),Jun-20 (Roanoke),"Nov-19 (Bolt), Oct-19 (Lime)","Jan-20 (Bolt), Jan-22 (Lime)",,,17,17,0.24933998,Roanoke,,0,,,2,"Bolt, Lime",
POINT (-122.306669999812 37.543899999872),913,-122.30667,37.5439,CA0028,2019CA0028,San Mateo,CA,"San Mateo, CA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,37.5439,-122.30667,06081,,,,,,,,Apr-18 (LimeBike),Feb-19 (LimeBike),0,0,,,,0,,,0,,
POINT (-73.21290000001 44.476000000098),543,-73.2129,44.476,VT00223,2020VT00223,Burlington,VT,"Burlington, VT",2020,202012,114,4,Greenride,0,0,,0,0,,Docked only,44.476,-73.2129,50007,,,,Apr-18 (Greenride),Jul-22 (Greenride),,,,,16,16,0.25153278,Greenride,,0,,,0,,
POINT (-83.046599999886 42.33150000002),216,-83.0466,42.3315,MI00128,2017MI00128,Detroit,MI,"Detroit, MI",2017,201712,101,4,Mo Go,0,0,,0,0,,Docked only,42.3315,-83.0466,26163,,,,May-17 (Mo Go),,,,,,43,43,0.7012394,Mo Go,,0,,,0,,
POINT (-93.604660000202 41.591000000064),21,-93.60466,41.591,IA0073,2015IA0073,Des Moines,IA,"Des Moines, IA",2015,201512,14,4,Des Moines B-cycle,0,0,,0,0,,Docked only,41.591,-93.60466,19153,,,,Sep-10 (Des Moines B-cycle),,,,,,6,6,0.17793594,Des Moines B-cycle,,0,,,0,,
POINT (-90.199580000295 38.626399999924),874,-90.19958,38.6264,MO00138,2018MO00138,St. Louis,MO,"St. Louis, MO",2018,201812,,0,,1,1,LimeBike,2,2,"Bird, Lime",Dockless and e-scooters,38.6264,-90.19958,29510,,,,,,"Aug-18 (Bird), Jul-18 (Lime)",,Jul-18 (LimeBike),Feb-19 (LimeBike),0,0,,,,1,LimeBike,,2,"Bird, Lime",
POINT (-77.047019999648 38.80499999991),1275,-77.04702,38.805,VA00213,2020VA00213,Alexandria,VA,"Alexandria, VA",2020,202012,,0,,0,0,,3,3,"Bird, Helbiz, Lime",E-scooters only,38.805,-77.04702,51510,,,,,,"Mar-19 (Bird), Jul-20 (Helbiz), Jan-19 (Lime)",Dec-22 (Helbiz),,,0,0,,,,0,,,3,"Bird, Helbiz, Lime",
POINT (-118.19159999962 33.769000000122),71,-118.1916,33.769,CA0018,2016CA0018,Long Beach,CA,"Long Beach, CA",2016,201612,72,4,"Long Beach, CA Bikeshare",0,0,,0,0,,Docked only,33.769,-118.1916,06037,,,,"Mar-16 (Long Beach, CA Bikeshare)",,,,,,59,59,1.2085211,"Long Beach, CA Bikeshare",,0,,,0,,
POINT (-93.292030000262 37.216599999911),1595,-93.29203,37.2166,MO00139,2023MO00139,Springfield,MO,"Springfield, MO",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,37.2166,-93.29203,29077,,,,,,Sep-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-98.49513999989 29.419999999784),63,-98.49514,29.42,TX00205,2015TX00205,San Antonio,TX,"San Antonio, TX",2015,201512,22,4,San Antonio B-cycle,0,0,,0,0,,Docked only,29.42,-98.49514,48029,,,,Mar-11 (San Antonio B-cycle),,,,,,54,54,1.60142349,San Antonio B-cycle,,0,,,0,,
POINT (-83.92102000043 35.960300000212),1362,-83.92102,35.9603,TN0092,2021TN0092,Knoxville,TN,"Knoxville, TN",2021,202112,,0,,0,0,,2,2,"LINK, Veoride",E-scooters only,35.9603,-83.92102,47093,,,,,,"Jul-20 (LINK), Apr-19 (Veoride)","Jan-22 (LINK), Dec-21 (Veoride)",,,0,0,,,,0,,,2,"LINK, Veoride",
POINT (-95.367689999724 29.758899999711),257,-95.36769,29.7589,TX00201,2017TX00201,Houston,TX,"Houston, TX",2017,201712,17,4,Houston B-cycle,0,0,,0,0,,Docked only,29.7589,-95.36769,48201,,,,May-12 (Houston B-cycle),,,,,,60,60,0.97847358,Houston B-cycle,,0,,,0,,
POINT (-78.639089999583 35.780300000141),576,-78.63909,35.7803,NC00142,2021NC00142,Raleigh,NC,"Raleigh, NC",2021,202112,140,4,Citrix Bikeshare (became Cardinal bikeshare in May-2022),0,0,,3,3,"Bolt, Lime, Spin",Docked and e-scooters,35.7803,-78.63909,37183,,,relaunched (Lime),Jun-19 (Citrix Bikeshare (became Cardinal bikeshare in May-2022)),,"May-21 (Bolt), May-21 (Lime), May-21 (Spin)",Jul-22 (Bolt),,,30,30,0.40257649,Citrix Bikeshare (became Cardinal bikeshare in May-2022),,0,,,3,"Bolt, Lime, Spin",
POINT (-120.183250000173 39.327900000332),686,-120.18325,39.3279,CA0042,2023CA0042,Truckee,CA,"Truckee, CA",2023,202312,159,4,Truckee B-cycle,0,0,,0,0,,Docked only,39.3279,-120.18325,06057,,,,Jun-23 (Truckee B-cycle),,,,,,18,18,0.20463847,Truckee B-cycle,,0,,,0,,
POINT (-94.578140000225 39.100100000243),1106,-94.57814,39.1001,MO00137,2022MO00137,Kansas City,MO,"Kansas City, MO",2022,202212,,0,,1,1,RideKc,0,0,,Dockless only,39.1001,-94.57814,29095,,,,,,,,Jan-21 (RideKc),,0,0,,,,1,RideKc,,0,,
POINT (-110.974840000314 32.222800000302),547,-110.97484,32.2228,AZ009,2021AZ009,Tucson,AZ,"Tucson, AZ",2021,202112,110,4,tugo,0,0,,2,2,"Razor, Spin",Docked and e-scooters,32.2228,-110.97484,04019,,,,Nov-17 (tugo),,"Sep-19 (Razor), Aug-21 (Spin)",Jan-22 (Razor),,,41,41,0.55018787,tugo,,0,,,2,"Razor, Spin",
POINT (-104.984859999972 39.739199999776),389,-104.98486,39.7392,CO0042,2019CO0042,Denver,CO,"Denver, CO",2019,201912,7,4,Denver B-cycle,2,2,"Jump (acquired by Lime 05/2020), Lime",5,4,"Bird, Lime, Lyft, Razor, Spin",All micro,39.7392,-104.98486,08031,,,,Apr-10 (Denver B-cycle),Jun-20 (Denver B-cycle),"Aug-18 (Bird), Aug-18 (Lime), Sep-18 (Lyft), Oct-18 (Razor), Oct-18 (Spin)","Apr-21 (Bird), Apr-21 (Razor), Apr-21 (Spin)","Sep-18 (Jump (acquired by Lime 05/2020)), Nov-18 (Lime)",,87,87,1.27603403,Denver B-cycle,,2,"Jump (acquired by Lime 05/2020), Lime",,5,"Bird, Lime, Lyft, Razor, Spin",
POINT (-80.289490000434 25.822000000242),843,-80.28949,25.822,FL0058,2018FL0058,Miami Springs,FL,"Miami Springs, FL",2018,201812,,0,,2,2,"LimeBike, Spin",0,0,,Dockless only,25.822,-80.28949,12086,,,,,,,,"Sep-18 (LimeBike), Jan-18 (Spin)","Jan-19 (LimeBike), Jul-18 (Spin)",0,0,,,,2,"LimeBike, Spin",,0,,
POINT (-73.982660811791 40.768721999782),336,-73.98266081,40.768722,NY00160,2018NY00160,New York,NY,"New York, NY",2018,201812,3,4,Citi Bike,0,0,,0,0,,Docked only,40.768722,-73.98266081,36061,Acquired by Lyft 07/2018 (Citi Bike),,,Sep-15 (Citi Bike),,,,,,841,841,11.94262993,Citi Bike,,0,,,0,,
POINT (-80.413669999835 37.229599999944),472,-80.41367,37.2296,VA00215,2019VA00215,Blacksburg,VA,"Blacksburg, VA",2019,201912,125,4,ROAM NRV,0,0,,0,0,,Docked only,37.2296,-80.41367,51121,,,Virginia Tech campus (Spin),Aug-18 (ROAM NRV),Aug-22 (ROAM NRV),Sep-19 (Spin),Jan-22 (Spin),,,12,12,0.17600469,ROAM NRV,,0,,,0,,Spin
POINT (-93.604660000202 41.591000000064),631,-93.60466,41.591,IA0073,2022IA0073,Des Moines,IA,"Des Moines, IA",2022,202212,14,4,Des Moines B-cycle,0,0,,0,0,,Docked only,41.591,-93.60466,19153,,,,Sep-10 (Des Moines B-cycle),,,,,,27,27,0.31832115,Des Moines B-cycle,,0,,,0,,
POINT (-68.645319999629 44.934600000059),1444,-68.64532,44.9346,ME0001,2022ME0001,Old Town,ME,"Old Town, ME",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,44.9346,-68.64532,23019,,,1-year pilot (Bird),,,Aug-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-111.658529999771 40.233800000209),1369,-111.65853,40.2338,UT002090,2021UT002090,Provo,UT,"Provo, UT",2021,202112,,0,,0,0,,1,1,LINK,E-scooters only,40.2338,-111.65853,49049,,,,,,Jun-20 (LINK),Sep-22 (LINK),,,0,0,,,,0,,,1,LINK,
POINT (-80.19282000021 25.863099999726),920,-80.19282,25.8631,FL0057,2019FL0057,Miami Shores,FL,"Miami Shores, FL",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,25.8631,-80.19282,12086,,,,,,,,Oct-17 (LimeBike),Jan-19 (LimeBike),0,0,,,,0,,,0,,
POINT (-106.650943999983 35.08819),227,-106.650944,35.08819,NM00153,2017NM00153,Albuquerque,NM,"Albuquerque, NM",2017,201712,38,4,Bici (became PACE dockless in 2018),0,0,,0,0,,Docked only,35.08819,-106.650944,35001,,,,May-15 (Bici (became PACE dockless in 2018)),Mar-18 (Bici (became PACE dockless in 2018)),,,,,15,15,0.2446184,Bici (became PACE dockless in 2018),,0,,,0,,
POINT (-121.988570000004 37.547999999654),1080,-121.98857,37.548,CA00236,2022CA00236,Fremont,CA,"Fremont, CA",2022,202212,,0,,1,1,Eastbay (HOPR),1,1,HOPR,Dockless and e-scooters,37.548,-121.98857,06001,,,,,,Aug-19 (HOPR),Jan-22 (HOPR),Aug-19 (Eastbay (HOPR)),Jan-22 (Eastbay (HOPR)),0,0,,,,0,,,0,,
POINT (-104.830990000406 39.740499999883),802,-104.83099,39.7405,CO0039,2017CO0039,Aurora,CO,"Aurora, CO",2017,201712,,0,,3,3,"LimeBike, Ofo, Spin",0,0,,Dockless only,39.7405,-104.83099,08001,,,,,,,,"Oct-17 (LimeBike), Oct-17 (Ofo), Oct-17 (Spin)","Aug-18 (LimeBike), Aug-18 (Ofo), Aug-18 (Spin)",0,0,,,,3,"LimeBike, Ofo, Spin",,0,,
POINT (-71.072499999956 42.314486666357),1562,-71.0725,42.31448667,CT00230,2023CT00230,Hartford,CT,"Hartford, CT",2023,202312,,0,,0,0,,1,1,LINK,E-scooters only,42.31448667,-71.0725,25025,,,,,,May-21 (LINK),,,,0,0,,,,0,,,1,LINK,
POINT (-123.095050000247 44.050500000047),654,-123.09505,44.0505,OR00177,2022OR00177,Eugene,OR,"Eugene, OR",2022,202212,112,4,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)",0,0,,0,0,,Docked only,44.0505,-123.09505,41039,,,,"Apr-18 (Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020))",,,,,,49,49,0.57769394,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)",,0,,,0,,
POINT (-86.954989999693 38.298899999992),26,-86.95499,38.2989,IN0086,2015IN0086,Huntingburg,IN,"Huntingburg, IN",2015,201512,67,2,Zagster Huntingburg,0,0,,0,0,,Docked only,38.2989,-86.95499,18037,,,,Apr-15 (Zagster Huntingburg),Jan-16 (Zagster Huntingburg),,,,,1,1,0.02965599,Zagster Huntingburg,,0,,,0,,
POINT (-105.066800000191 40.550800000142),83,-105.0668,40.5508,CO0043,2016CO0043,Fort Collins,CO,"Fort Collins, CO",2016,201612,65,4,Fort Collins Bike Share (became PACE dockless in 2018),0,0,,0,0,,Docked only,40.5508,-105.0668,08069,,,,Apr-16 (Fort Collins Bike Share (became PACE dockless in 2018)),Mar-18 (Fort Collins Bike Share (became PACE dockless in 2018)),,,,,20,20,0.40966817,Fort Collins Bike Share (became PACE dockless in 2018),,0,,,0,,
POINT (-71.032819999908 42.391700000265),932,-71.03282,42.3917,MA00100,2019MA00100,Chelsea,MA,"Chelsea, MA",2019,201912,,0,,1,1,LimeBike,0,0,,Dockless only,42.3917,-71.03282,25025,,,,,,,,Jun-18 (LimeBike),Jan-20 (LimeBike),0,0,,,,1,LimeBike,,0,,
POINT (-83.92102000043 35.960300000212),969,-83.92102,35.9603,TN0092,2019TN0092,Knoxville,TN,"Knoxville, TN",2019,201912,,0,,1,1,Pace,2,2,"Spin, Veoride",Dockless and e-scooters,35.9603,-83.92102,47093,,,,,,"Apr-19 (Spin), Apr-19 (Veoride)","Mar-20 (Spin), Dec-21 (Veoride)",Feb-18 (Pace),Jun-20 (Pace),0,0,,,,1,Pace,,2,"Spin, Veoride",
POINT (-122.715000000031 42.197199999717),780,-122.715,42.1972,OR00175,2020OR00175,Ashland,OR,"Ashland, OR",2020,202012,68,4,Zagster Jackson County,0,0,,0,0,,Docked only,42.1972,-122.715,41029,Dock count is from previous year,,,Jul-15 (Zagster Jackson County),Jun-20 (Zagster Jackson County),,,,,11,0,0.17292878,,,0,,,0,,
POINT (-86.249999999822 41.683300000026),852,-86.25,41.6833,IN0088,2018IN0088,South Bend,IN,"South Bend, IN",2018,201812,,0,,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,41.6833,-86.25,18141,,,,,,Nov-18 (Lime),Nov-19 (Lime),Jul-17 (LimeBike),Nov-19 (LimeBike),0,0,,,,1,LimeBike,,1,Lime,
POINT (-115.148509999963 36.167200000051),332,-115.14851,36.1672,NV00154,2018NV00154,Las Vegas,NV,"Las Vegas, NV",2018,201812,78,4,RTC Bikeshare,0,0,,0,0,,Docked only,36.1672,-115.14851,32003,,,,Oct-16 (RTC Bikeshare),,,,,,21,21,0.29821074,RTC Bikeshare,,0,,,0,,
POINT (-157.855669999721 21.30450000002),693,-157.85567,21.3045,HI0072,2023HI0072,Honolulu,HI,"Honolulu, HI",2023,202312,111,4,Hawaii Bikibike,0,0,,0,0,,Docked only,21.3045,-157.85567,15003,,,,Jun-17 (Hawaii Bikibike),,,,,,132,132,1.50068213,Hawaii Bikibike,,0,,,0,,
POINT (-122.297740000286 37.886000000276),1411,-122.29774,37.886,CA0041,2022CA0041,Albany,CA,"Albany, CA",2022,202212,,0,,0,0,,1,1,Veo,E-scooters only,37.886,-122.29774,06001,,,,,,May-22 (Veo),,,,0,0,,,,0,,,1,Veo,
POINT (-106.441095000194 31.786699999772),600,-106.441095,31.7867,TX00198,2021TX00198,El Paso,TX,"El Paso, TX",2021,202112,8,4,El Paso B-cycle,0,0,,0,0,,Docked only,31.7867,-106.441095,48141,,,,Sep-15 (El Paso B-cycle),,,,,,17,17,0.22812668,El Paso B-cycle,,0,,,0,,
POINT (-121.890580000029 37.336099999723),1242,-121.89058,37.3361,CA0027,2020CA0027,San Jose,CA,"San Jose, CA",2020,202012,,0,,0,0,,3,3,"Bird, Lime, Spin",E-scooters only,37.3361,-121.89058,06085,,,,,,"Apr-18 (Bird), Apr-18 (Lime), Apr-18 (Spin)",Jan-22 (Spin),,,0,0,,,,0,,,3,"Bird, Lime, Spin",
POINT (-81.655650000056 30.332099999887),1307,-81.65565,30.3321,FL00247,2021FL00247,Jacksonville,FL,"Jacksonville, FL",2021,202112,,0,,0,0,,4,4,"Helbiz, LINK, Blue Duck, Spin",E-scooters only,30.3321,-81.65565,12031,,,,,,"Mar-21 (Helbiz), Mar-21 (LINK), Mar-21 (Blue Duck), Mar-21 (Spin)","Jan-22 (Helbiz), Aug-22 (LINK), Dec-21 (Blue Duck), Jan-22 (Spin)",,,0,0,,,,0,,,4,"Helbiz, LINK, Blue Duck, Spin",
POINT (-71.072499999956 42.314486666357),1306,-71.0725,42.31448667,CT00230,2021CT00230,Hartford,CT,"Hartford, CT",2021,202112,,0,,0,0,,1,1,LINK,E-scooters only,42.31448667,-71.0725,25025,,,,,,May-21 (LINK),,,,0,0,,,,0,,,1,LINK,
POINT (-86.118920000299 39.978800000316),199,-86.11892,39.9788,IN0082,2017IN0082,Carmel,IN,"Carmel, IN",2017,201712,64,4,Carmel Bike Share,0,0,,0,0,,Docked only,39.9788,-86.11892,18057,,,,Mar-15 (Carmel Bike Share),Jun-20 (Carmel Bike Share),,,,,13,13,0.21200261,Carmel Bike Share,,0,,,0,,
POINT (-81.932010000275 34.949800000252),460,-81.93201,34.9498,SC00187,2019SC00187,Spartanburg,SC,"Spartanburg, SC",2019,201912,23,4,Spartanburg B-cycle,0,0,,0,0,,Docked only,34.9498,-81.93201,45083,,,,Jul-11 (Spartanburg B-cycle),Jan-21 (Spartanburg B-cycle),,,,,5,5,0.07333529,Spartanburg B-cycle,,0,,,0,,
POINT (-92.172420000146 38.577300000207),1339,-92.17242,38.5773,MO00136,2021MO00136,Jefferson City,MO,"Jefferson City, MO",2021,202112,,0,,0,0,,1,1,Bird,E-scooters only,38.5773,-92.17242,29051,,,June 2023 billed introduced to ban scooters (Bird),,,Jun-21 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-77.306370000212 38.846200000174),1522,-77.30637,38.8462,VA00255,2022VA00255,Fairfax,VA,"Fairfax, VA",2022,202212,,0,,0,0,,3,3,"Bird, LINK, Lime",E-scooters only,38.8462,-77.30637,51600,,,,,,"Jul-19 (Bird), Jul-21 (LINK), Jul-19 (Lime)",Jan-22 (LINK),,,0,0,,,,0,,,2,"Bird, Lime",
POINT (-76.886110000219 40.266300000111),243,-76.88611,40.2663,PA00180,2017PA00180,Harrisburg,PA,"Harrisburg, PA",2017,201712,122,4,Harrisburg,0,0,,0,0,,Docked only,40.2663,-76.88611,42043,,,,Oct-17 (Harrisburg),Jun-20 (Harrisburg),,,,,11,11,0.17938682,Harrisburg,,0,,,0,,
POINT (-82.130580000393 33.530000000274),187,-82.13058,33.53,GA0068,2017GA0068,Evans,GA,"Evans, GA",2017,201712,45,2,Columbia County B-cycle,0,0,,0,0,,Docked only,33.53,-82.13058,13073,,,,Mar-14 (Columbia County B-cycle),Jan-20 (Columbia County B-cycle),,,,,1,1,0.01630789,Columbia County B-cycle,,0,,,0,,
POINT (-86.77428999957 36.162200000144),722,-86.77429,36.1622,TN00192,2023TN00192,Nashville,TN,"Nashville, TN",2023,202312,21,4,Nashville B-cycle,0,0,,2,2,"Bird, Lime",Docked and e-scooters,36.1622,-86.77429,47037,,,,Dec-12 (Nashville B-cycle),,"Jun-18 (Bird), Aug-18 (Lime)",,,,30,30,0.34106412,Nashville B-cycle,,0,,,2,"Bird, Lime",
POINT (-116.200879999728 43.616600000114),192,-116.20088,43.6166,ID0075,2017ID0075,Boise,ID,"Boise, ID",2017,201712,36,4,Boise Green Bike,0,0,,0,0,,Docked only,43.6166,-116.20088,16001,,,,Apr-15 (Boise Green Bike),Aug-20 (Boise Green Bike),,,,,83,83,1.35355512,Boise Green Bike,,0,,,0,,
POINT (-67.139112000426 18.201110000165),1357,-67.139112,18.20111,PR00256,2021PR00256,Mayaguez,PR,"Mayaguez, PR",2021,202112,,0,,0,0,,1,1,Skootel,E-scooters only,18.20111,-67.139112,72097,,,,,,Aug-19 (Skootel),,,,0,0,,,,0,,,1,Skootel,
POINT (-79.395019999804 36.58590000022),785,-79.39502,36.5859,VA00217,2020VA00217,Danville,VA,"Danville, VA",2020,202012,133,4,"City of Danville, VA",0,0,,0,0,,Docked only,36.5859,-79.39502,51590,Dock count is from previous year,,,"Jul-17 (City of Danville, VA)","Mar-20 (City of Danville, VA)",,,,,5,0,0.07860399,,,0,,,0,,
POINT (-86.158299999873 39.768300000046),305,-86.1583,39.7683,IN0087,2018IN0087,Indianapolis,IN,"Indianapolis, IN",2018,201812,48,4,Indiana Pacers Bikeshare,0,0,,2,2,"Bird, Lime",Docked and e-scooters,39.7683,-86.1583,18097,,,,Oct-14 (Indiana Pacers Bikeshare),,"Aug-18 (Bird), Aug-18 (Lime)",,,,29,29,0.41181483,Indiana Pacers Bikeshare,,0,,,2,"Bird, Lime",
POINT (-72.650900000242 41.562299999944),1563,-72.6509,41.5623,CT00241,2023CT00241,Middletown,CT,"Middletown, CT",2023,202312,,0,,0,0,,1,1,Bird,E-scooters only,41.5623,-72.6509,09007,,,,,,Sep-22 (Bird),,,,0,0,,,,0,,,1,Bird,
POINT (-77.15167999959 39.08170000028),1102,-77.15168,39.0817,MD00127,2022MD00127,Rockville,MD,"Rockville, MD",2022,202212,,0,,1,1,Lime,1,1,Lime,Dockless and e-scooters,39.0817,-77.15168,24031,,,,,,Jun-19 (Lime),,Jun-19 (Lime),,0,0,,,,1,Lime,,1,Lime,
POINT (-122.330059999905 47.603799999883),65,-122.33006,47.6038,WA00225,2015WA00225,Seattle,WA,"Seattle, WA",2015,201512,26,4,Pronto,0,0,,0,0,,Docked only,47.6038,-122.33006,53033,,,,Oct-14 (Pronto),Mar-17 (Pronto),,,,,48,48,1.42348754,Pronto,,0,,,0,,
POINT (-105.270539999704 40.014900000042),622,-105.27054,40.0149,CO0040,2022CO0040,Boulder,CO,"Boulder, CO",2022,202212,11,4,Boulder B-cycle,0,0,,1,1,Lime,Docked and e-scooters,40.0149,-105.27054,08013,,,,May-11 (Boulder B-cycle),,Aug-21 (Lime),,,,48,48,0.56590427,Boulder B-cycle,,0,,,1,Lime,
POINT (-94.633269999979 38.991399999818),1433,-94.63327,38.9914,KS00246,2022KS00246,Prairie Village,KS,"Prairie Village, KS",2022,202212,,0,,0,0,,1,1,Bird,E-scooters only,38.9914,-94.63327,20091,,,1-year pilot (Bird),,,Sep-21 (Bird),Jan-22 (Bird),,,0,0,,,,0,,,0,,
POINT (-77.095939999742 38.875599999936),1116,-77.09594,38.8756,VA00214,2022VA00214,Arlington County,VA,"Arlington County, VA",2022,202212,,0,,2,2,"Lime, Veo",6,4,"Bird, Helbiz, Lime, Spin, LINK, Veo",Dockless and e-scooters,38.8756,-77.09594,51013,,,relaunched (Spin),,,"Jun-18 (Bird), Jul-20 (Helbiz), Oct-18 (Lime), Mar-21 (Spin), Feb-22 (LINK), Sep-22 (Veo)",Dec-22 (Helbiz),"Dec-18 (Lime), Sep-22 (Veo)",,0,0,,,,2,"Lime, Veo",,6,"Bird, Helbiz, Lime, Spin, LINK, Veo",
POINT (-82.324980000302 29.651899999706),1423,-82.32498,29.6519,FL0051,2022FL0051,Gainesville,FL,"Gainesville, FL",2022,202212,,0,,0,0,,3,3,"Bird, Spin, Veo",E-scooters only,29.6519,-82.32498,12001,,,"pilot program (Bird), pilot program (Spin), pilot program (Veo)",,,"Jun-21 (Bird), Jun-21 (Spin), Jun-21 (Veo)",Jan-22 (Bird),,,0,0,,,,0,,,2,"Spin, Veo",
POINT (-83.537810000133 41.652899999774),1161,-83.53781,41.6529,OH00171,2023OH00171,Toledo,OH,"Toledo, OH",2023,202312,,0,,1,1,Veo,2,2,"Veo, Veo",Dockless and e-scooters,41.6529,-83.53781,39095,,Replaced docked bikeshare. Has designated parking areas. (Veo),Replaced docked bikeshare. Has designated parking areas. (Veo),,,"Aug-21 (Veo), Aug-21 (Veo)",,Aug-21 (Veo),,0,0,,,,1,Veo,,2,"Veo, Veo",
POINT (-121.988570000004 37.547999999654),982,-121.98857,37.548,CA00236,2020CA00236,Fremont,CA,"Fremont, CA",2020,202012,,0,,1,1,Eastbay (HOPR),1,1,HOPR,Dockless and e-scooters,37.548,-121.98857,06001,,,,,,Aug-19 (HOPR),Jan-22 (HOPR),Aug-19 (Eastbay (HOPR)),Jan-22 (Eastbay (HOPR)),0,0,,,,1,Eastbay (HOPR),,1,HOPR,
POINT (-94.310339999636 37.176499999835),1337,-94.31034,37.1765,MO001331,2021MO001331,Carthage,MO,"Carthage, MO",2021,202112,,0,,0,0,,1,1,Lime,E-scooters only,37.1765,-94.31034,29097,,,,,,Jun-21 (Lime),,,,0,0,,,,0,,,1,Lime,
POINT (-81.379000000307 28.542100000142),1089,-81.379,28.5421,FL0061,2022FL0061,Orlando,FL,"Orlando, FL",2022,202212,,0,,2,2,"HOPR, Lime",3,3,"Bird, Lime, Wheels (acquired by Helbiz 11/2022)",Dockless and e-scooters,28.5421,-81.379,12095,,,Acquired by Helbiz Nov-2022 (Wheels (acquired by Helbiz 11/2022)),,,"Jan-20 (Bird), Jan-20 (Lime), Feb-20 (Wheels (acquired by Helbiz 11/2022))",,"Apr-19 (HOPR), Jul-21 (Lime)",Jan-22 (HOPR),0,0,,,,1,Lime,,3,"Bird, Lime, Wheels (acquired by Helbiz 11/2022)",
POINT (-121.890580000029 37.336099999723),1403,-121.89058,37.3361,CA0027,2022CA0027,San Jose,CA,"San Jose, CA",2022,202212,,0,,0,0,,5,4,"Bird, Lime, LINK, Spin, Veo",E-scooters only,37.3361,-121.89058,06085,,,,,,"Apr-18 (Bird), Apr-18 (Lime), Mar-21 (LINK), Apr-18 (Spin), Aug-22 (Veo)","Jan-22 (LINK), Jan-22 (Spin)",,,0,0,,,,0,,,3,"Bird, Lime, Veo",
POINT (-75.16351999973 39.952699999956),716,-75.16352,39.9527,PA00181,2023PA00181,Philadelphia,PA,"Philadelphia, PA",2023,202312,43,4,Inde'go,0,0,,0,0,,Docked only,39.9527,-75.16352,42101,,,,Apr-15 (Inde'go),,,,,,223,223,2.53524329,Inde'go,,0,,,0,,
POINT (-78.476670000433 38.029300000338),1195,-78.47667,38.0293,VA00216,2018VA00216,Charlottesville,VA,"Charlottesville, VA",2018,201812,,0,,0,0,,1,1,Lime,E-scooters only,38.0293,-78.47667,51540,,,,,,Dec-18 (Lime),Dec-19 (Lime),,,0,0,,,,0,,,1,Lime,
